ts,stage,epoch,step,loss
"2026-07-02 23:44:47,777",2,26,340,0.3887
"2026-07-02 23:45:06,067",2,26,360,0.386
"2026-07-02 23:45:24,434",2,26,380,0.3852
"2026-07-02 23:45:42,802",2,26,400,0.3853
"2026-07-02 23:46:01,078",2,26,420,0.3867
"2026-07-02 23:46:19,411",2,26,440,0.3858
"2026-07-02 23:46:37,726",2,26,460,0.3853
"2026-07-02 23:46:56,055",2,26,480,0.3844
"2026-07-02 23:47:14,391",2,26,500,0.3832
"2026-07-02 23:47:32,822",2,26,520,0.3834
"2026-07-02 23:47:51,144",2,26,540,0.3843
"2026-07-02 23:48:09,629",2,26,560,0.3842
"2026-07-02 23:48:28,014",2,26,580,0.3848
"2026-07-02 23:48:46,318",2,26,600,0.3839
"2026-07-02 23:49:04,638",2,26,620,0.3864
"2026-07-02 23:49:22,976",2,26,640,0.3861
"2026-07-02 23:49:41,302",2,26,660,0.3867
"2026-07-02 23:49:59,708",2,26,680,0.3864
"2026-07-02 23:50:18,236",2,26,700,0.3856
"2026-07-02 23:50:36,643",2,26,720,0.3862
"2026-07-02 23:50:54,936",2,26,740,0.3866
"2026-07-02 23:51:13,242",2,26,760,0.3867
"2026-07-02 23:51:31,551",2,26,780,0.3863
"2026-07-02 23:51:49,954",2,26,800,0.3869
"2026-07-02 23:52:08,341",2,26,820,0.3865
"2026-07-02 23:52:26,591",2,26,840,0.3869
"2026-07-02 23:52:44,849",2,26,860,0.3874
"2026-07-02 23:53:03,251",2,26,880,0.3865
"2026-07-02 23:55:11,955",2,27,20,0.3522
"2026-07-02 23:55:30,284",2,27,40,0.3489
"2026-07-02 23:55:48,548",2,27,60,0.3635
"2026-07-02 23:56:06,846",2,27,80,0.3572
"2026-07-02 23:56:25,120",2,27,100,0.359
"2026-07-02 23:56:43,366",2,27,120,0.3586
"2026-07-02 23:57:01,700",2,27,140,0.3681
"2026-07-02 23:57:19,960",2,27,160,0.3691
"2026-07-02 23:57:38,330",2,27,180,0.3701
"2026-07-02 23:57:56,722",2,27,200,0.3723
"2026-07-02 23:58:14,973",2,27,220,0.3749
"2026-07-02 23:58:33,244",2,27,240,0.3728
"2026-07-02 23:58:51,491",2,27,260,0.3738
"2026-07-02 23:59:09,742",2,27,280,0.3771
"2026-07-02 23:59:28,074",2,27,300,0.3765
"2026-07-02 23:59:46,404",2,27,320,0.3769
"2026-07-03 00:00:04,651",2,27,340,0.3754
"2026-07-03 00:00:23,004",2,27,360,0.3766
"2026-07-03 00:00:41,299",2,27,380,0.3783
"2026-07-03 00:00:59,806",2,27,400,0.3801
"2026-07-03 00:01:18,390",2,27,420,0.3801
"2026-07-03 00:01:36,758",2,27,440,0.3799
"2026-07-03 00:01:55,025",2,27,460,0.3798
"2026-07-03 00:02:13,281",2,27,480,0.3803
"2026-07-03 00:02:31,528",2,27,500,0.3809
"2026-07-03 00:02:49,924",2,27,520,0.3809
"2026-07-03 00:03:08,600",2,27,540,0.3811
"2026-07-03 00:03:26,864",2,27,560,0.3813
"2026-07-03 00:03:45,120",2,27,580,0.3812
"2026-07-03 00:04:03,382",2,27,600,0.3804
"2026-07-03 00:04:21,661",2,27,620,0.3793
"2026-07-03 00:04:40,177",2,27,640,0.3786
"2026-07-03 00:04:58,563",2,27,660,0.3799
"2026-07-03 00:05:16,893",2,27,680,0.3801
"2026-07-03 00:05:35,256",2,27,700,0.3794
"2026-07-03 00:05:53,630",2,27,720,0.3795
"2026-07-03 00:06:12,199",2,27,740,0.3796
"2026-07-03 00:06:30,720",2,27,760,0.3797
"2026-07-03 00:06:49,117",2,27,780,0.3782
"2026-07-03 00:07:07,490",2,27,800,0.3777
"2026-07-03 00:07:25,838",2,27,820,0.3783
"2026-07-03 00:07:44,160",2,27,840,0.3778
"2026-07-03 00:08:02,570",2,27,860,0.3773
"2026-07-03 00:08:20,960",2,27,880,0.3785
"2026-07-03 00:10:31,093",2,28,20,0.3433
"2026-07-03 00:10:49,372",2,28,40,0.358
"2026-07-03 00:11:07,632",2,28,60,0.3582
"2026-07-03 00:11:25,876",2,28,80,0.354
"2026-07-03 00:11:44,119",2,28,100,0.3635
"2026-07-03 00:12:02,388",2,28,120,0.3632
"2026-07-03 00:12:20,641",2,28,140,0.369
"2026-07-03 00:12:38,911",2,28,160,0.3716
"2026-07-03 00:12:57,382",2,28,180,0.3718
"2026-07-03 00:13:15,645",2,28,200,0.3732
"2026-07-03 00:13:33,898",2,28,220,0.3736
"2026-07-03 00:13:52,146",2,28,240,0.3757
"2026-07-03 00:14:10,399",2,28,260,0.3752
"2026-07-03 00:14:28,686",2,28,280,0.3758
"2026-07-03 00:14:46,932",2,28,300,0.3758
"2026-07-03 00:15:05,182",2,28,320,0.3769
"2026-07-03 00:15:23,443",2,28,340,0.375
"2026-07-03 00:15:41,699",2,28,360,0.375
"2026-07-03 00:15:59,950",2,28,380,0.375
"2026-07-03 00:16:18,198",2,28,400,0.3753
"2026-07-03 00:16:36,469",2,28,420,0.3747
"2026-07-03 00:16:54,755",2,28,440,0.3748
"2026-07-03 00:17:13,006",2,28,460,0.3743
"2026-07-03 00:17:31,263",2,28,480,0.3741
"2026-07-03 00:17:49,530",2,28,500,0.3731
"2026-07-03 00:18:07,783",2,28,520,0.3719
"2026-07-03 00:18:26,034",2,28,540,0.3708
"2026-07-03 00:18:44,296",2,28,560,0.3716
"2026-07-03 00:19:02,648",2,28,580,0.3728
"2026-07-03 00:19:21,034",2,28,600,0.3745
"2026-07-03 00:19:39,283",2,28,620,0.3749
"2026-07-03 00:19:57,547",2,28,640,0.3751
"2026-07-03 00:20:15,801",2,28,660,0.3751
"2026-07-03 00:20:34,066",2,28,680,0.3752
"2026-07-03 00:20:52,317",2,28,700,0.3766
"2026-07-03 00:21:10,583",2,28,720,0.3768
"2026-07-03 00:21:28,847",2,28,740,0.3771
"2026-07-03 00:21:47,129",2,28,760,0.3777
"2026-07-03 00:22:05,400",2,28,780,0.378
"2026-07-03 00:22:23,656",2,28,800,0.3771
"2026-07-03 00:22:41,962",2,28,820,0.3772
"2026-07-03 00:23:00,210",2,28,840,0.3777
"2026-07-03 00:23:18,473",2,28,860,0.3773
"2026-07-03 00:23:36,986",2,28,880,0.3768
"2026-07-03 00:25:46,775",2,29,20,0.3649
"2026-07-03 00:26:05,154",2,29,40,0.3758
"2026-07-03 00:26:23,507",2,29,60,0.3668
"2026-07-03 00:26:41,825",2,29,80,0.3768
"2026-07-03 00:27:00,221",2,29,100,0.3822
"2026-07-03 00:27:18,690",2,29,120,0.3851
"2026-07-03 00:27:37,163",2,29,140,0.3795
"2026-07-03 00:27:55,482",2,29,160,0.3801
"2026-07-03 00:28:13,848",2,29,180,0.3809
"2026-07-03 00:28:32,178",2,29,200,0.3791
"2026-07-03 00:28:50,473",2,29,220,0.3791
"2026-07-03 00:29:08,816",2,29,240,0.3773
"2026-07-03 00:29:27,060",2,29,260,0.3763
"2026-07-03 00:29:45,307",2,29,280,0.3764
"2026-07-03 00:30:03,580",2,29,300,0.3751
"2026-07-03 00:30:21,832",2,29,320,0.3777
"2026-07-03 00:30:40,199",2,29,340,0.378
"2026-07-03 00:30:58,447",2,29,360,0.3783
"2026-07-03 00:31:16,712",2,29,380,0.382
"2026-07-03 00:31:34,962",2,29,400,0.3814
"2026-07-03 00:31:53,210",2,29,420,0.3806
"2026-07-03 00:32:11,467",2,29,440,0.3788
"2026-07-03 00:32:29,787",2,29,460,0.3763
"2026-07-03 00:32:48,177",2,29,480,0.3758
"2026-07-03 00:33:06,428",2,29,500,0.3759
"2026-07-03 00:33:24,698",2,29,520,0.3763
"2026-07-03 00:33:42,952",2,29,540,0.3753
"2026-07-03 00:34:01,200",2,29,560,0.3749
"2026-07-03 00:34:19,449",2,29,580,0.3751
"2026-07-03 00:34:37,723",2,29,600,0.3748
"2026-07-03 00:34:56,072",2,29,620,0.3756
"2026-07-03 00:35:14,525",2,29,640,0.3767
"2026-07-03 00:35:32,782",2,29,660,0.3758
"2026-07-03 00:35:51,044",2,29,680,0.3753
"2026-07-03 00:36:09,295",2,29,700,0.375
"2026-07-03 00:36:27,540",2,29,720,0.3745
"2026-07-03 00:36:45,807",2,29,740,0.375
"2026-07-03 00:37:04,062",2,29,760,0.3735
"2026-07-03 00:37:22,308",2,29,780,0.3732
"2026-07-03 00:37:40,579",2,29,800,0.3727
"2026-07-03 00:37:58,844",2,29,820,0.3721
"2026-07-03 00:38:17,101",2,29,840,0.3725
"2026-07-03 00:38:35,368",2,29,860,0.3718
"2026-07-03 00:38:53,633",2,29,880,0.3715
"2026-07-03 00:41:02,883",2,30,20,0.3826
"2026-07-03 00:41:21,146",2,30,40,0.3737
"2026-07-03 00:41:39,459",2,30,60,0.381
"2026-07-03 00:41:57,811",2,30,80,0.3764
"2026-07-03 00:42:16,175",2,30,100,0.3741
"2026-07-03 00:42:34,441",2,30,120,0.3735
"2026-07-03 00:42:52,750",2,30,140,0.3736
"2026-07-03 00:43:11,073",2,30,160,0.3716
"2026-07-03 00:43:29,431",2,30,180,0.3699
"2026-07-03 00:43:47,718",2,30,200,0.372
"2026-07-03 00:44:06,058",2,30,220,0.3747
"2026-07-03 00:44:24,369",2,30,240,0.3751
"2026-07-03 00:44:42,695",2,30,260,0.3742
"2026-07-03 00:45:01,011",2,30,280,0.3726
"2026-07-03 00:45:19,298",2,30,300,0.3744
"2026-07-03 00:45:37,604",2,30,320,0.3738
"2026-07-03 00:45:56,283",2,30,340,0.3734
"2026-07-03 00:46:14,790",2,30,360,0.3758
"2026-07-03 00:46:33,264",2,30,380,0.3743
"2026-07-03 00:46:51,821",2,30,400,0.3727
"2026-07-03 00:47:10,174",2,30,420,0.3728
"2026-07-03 00:47:28,441",2,30,440,0.3739
"2026-07-03 00:47:46,687",2,30,460,0.3755
"2026-07-03 00:48:04,951",2,30,480,0.3746
"2026-07-03 00:48:23,305",2,30,500,0.3744
"2026-07-03 00:48:41,634",2,30,520,0.3745
"2026-07-03 00:49:00,045",2,30,540,0.3746
"2026-07-03 00:49:18,505",2,30,560,0.3749
"2026-07-03 00:49:36,757",2,30,580,0.3741
"2026-07-03 00:49:55,006",2,30,600,0.3745
"2026-07-03 00:50:13,267",2,30,620,0.374
"2026-07-03 00:50:31,535",2,30,640,0.373
"2026-07-03 00:50:49,782",2,30,660,0.372
"2026-07-03 00:51:08,034",2,30,680,0.3711
"2026-07-03 00:51:26,297",2,30,700,0.3714
"2026-07-03 00:51:44,563",2,30,720,0.3709
"2026-07-03 00:52:02,809",2,30,740,0.3718
"2026-07-03 00:52:21,205",2,30,760,0.3724
"2026-07-03 00:52:39,476",2,30,780,0.3719
"2026-07-03 00:52:57,746",2,30,800,0.3715
"2026-07-03 00:53:15,997",2,30,820,0.371
"2026-07-03 00:53:34,253",2,30,840,0.3709
"2026-07-03 00:53:52,537",2,30,860,0.3716
"2026-07-03 00:54:10,790",2,30,880,0.371
